Cod	Denumire
213116	botanist
213115	zoolog
213114	biolog
213112	referent de specialitate zoolog
213111	inspector de specialitate zoolog
213110	expert zoolog
213109	consilier zoolog
213108	referent de specialitate botanist
213107	inspector de specialitate botanist
213106	expert botanist
213105	consilier botanist
213104	referent de specialitate biolog
213103	inspector de specialitate biolog
213102	expert biolog
213101	consilier biolog
212028	asistent de cercetare în demografie
212027	cercetator în demografie
212026	asistent de cercetare în statistica
212025	cercetator în statistica
212024	asistent de cercetare în matematica-informatica
212023	cercetator în matematica informatica
212022	asistent de cercetare în matematica-fizica
212021	cercetator în matematica-fizica
212020	asistent de cercetare în matematica aplicata
212019	cercetator în matematica aplicata
212018	asistent de cercetare în matematica-mecanica
212017	cercetator în matematica mecanica
212016	asistent de cercetare în matematica
212015	cercetator în matematica
212014	referent de specialitate statistician
212013	inspector de specialitate statistician
212012	expert statistician
212011	consilier statistician
212010	actuar (studii superioare)
212009	matematician
212008	referent de specialitate actuar
212007	inspector de specialitate actuar
212006	expert actuar
212005	consilier actuar
212004	referent de specialitate matematician
212003	inspector de specialitate matematician
212002	expert matematician
212001	consilier matematician
211446	hidrogeolog
211445	asistent de cercetare stiintifica în domeniul hidrologiei, hidrogeologiei si gospodaririi apelor
211444	cercetator stiintific în domeniul hidrologiei, hidrogeologiei si gospodaririi apelor
211441	geomorfolog
211440	asistent de cercetare în geodezie
211439	inginer de cercetare în geodezie
211438	cercetator în geodezie
211437	asistent de cercetare în geologie petroliera
211436	cercetator în geologie petroliera
211435	asistent de cercetare în geochimie
211434	cercetator în geochimie
211433	asistent de cercetare în mineralogia tehnica si experimentala
211432	cercetator în mineralogia tehnica si experimentala
211431	asistent de cercetare în geofizica
211430	cercetator în geofizica
211429	asistent de cercetare în geologie tehnica
211428	cercetator în geologie tehnica
211427	asistent de cercetare în geologie
211426	cercetator în geologie
211425	pedolog
211424	hidrolog
211423	geofizician
211422	geolog
211421	inginer geolog
211420	referent de specialitate pedolog
211419	inspector de specialitate pedolog
211418	expert pedolog
211417	consilier pedolog
211416	referent de specialitate hidrolog
211415	inspector de specialitate hidrolog
211414	expert hidrolog
211413	consilier hidrolog
211412	referent de specialitate hidrogeolog
211411	inspector de specialitate hidrogeolog
211410	expert hidrogeolog
211409	consilier hidrogeolog
211408	referent de specialitate geofizician
211407	inspector de specialitate geofizician
211406	expert geofizician
211405	consilier geofizician
211404	referent de specialitate geolog
211403	inspector de specialitate geolog
211402	expert geolog
211401	consilier geolog
211311	asistent de cercetare în chimie fizica
211310	cercetator în chimie fizica
211309	asistent de cercetare în biochimie tehnologica
211308	cercetator în biochimie tehnologica
211307	asistent de cercetare în chimie
211306	cercetator în chimie
211305	referent de specialitate chimist
211304	inspector de specialitate chimist
211303	expert chimist
211302	consilier chimist
211301	chimist
211210	asistent de cercetare în meteorologie
211209	cercetator în meteorologie
211208	coordonator interventii active în atmosfera
211207	meteorolog aeronautic prognozist
211206	asistent meteorolog
211205	consilier/expert în meteorologie si domenii conexe
211204	meteorolog aeronautic
211203	climatolog
211202	meteorolog previzionist
211201	meteorolog (studii superioare)
211115	asistent de cercetare în constructii aerospatiale
211114	inginer de cercetare în constructii aerospatiale
211113	cercetator în constructii aerospatiale
211112	asistent de cercetare de aeronave
211111	inginer de cercetare de aeronave
211110	cercetator de aeronave
211109	asistent de cercetare în astronomie
211108	cercetator în astronomie
211107	asistent de cercetare în fizica tehnologica
211106	cercetator în fizica tehnologica
211105	asistent de cercetare în fizica-chimie
211104	cercetator în fizica-chimie
211103	asistent de cercetare în fizica
211102	cercetator în fizica
211101	fizician
143918	director de departament ticketing
143917	sef echipa interventii si supraveghere echipamente în serviciile de trafic aerian
143916	sef Centru National pentru Protectia Meteorologica a Navigatiei Aeriene
143915	sef birou/statie/tura meteo aeronautic/de aerodrom
143914	sef centru meteo aeronautic
143913	sef serviciu statie, tura meteo
143912	conducator de pensiune turistica (rurala, agroturistica, montana)
143911	director de departament organizare evenimente
143910	director centru informare turistica
143909	director de agentie de turism touroperatoare/detailista/filiala/sucursala
143908	manager în activitatea de turism
143907	conducator de întreprindere mica - patron (girant) în turism
143906	sef serviciu control tehnic presa
143905	sef laborator conservare-restaurare opere de arta
143904	sef atelier presa
143903	sef unitate elementara de lucru
143902	sef agentie/oficiu turism
143901	sef atelier decorator
143115	administrator structuri sportive
143114	conducator de întreprindere mica - patron (girant) în sport
143113	sef oficiu interjudetean difuzare film
143112	sef atelier productie film
143111	sef sectie productie film
143110	sef productie film
143109	sef agentie concursuri hipice
143108	secretar general federatie sport
143107	presedinte complex, club sportiv
143106	presedinte federatie sportiva
143105	manager al organizatiei culturale
143104	director asezamânt cultural
143103	consilier teritorial sef inspectoratul pentru cultura
143102	comandant aeroclub
143101	antrenor federatie sportiva
142011	conducator întreprindere mica - patron (girant) în comert
142010	sef agentie comerciala
142009	inginer sef firme de afaceri si alte servicii comerciale
142008	manager de zona
142007	sef departament marfuri alimentare/nealimentare
142006	sef statie PECO
142005	vicepresedinte cooperativa de consum
142004	sef birou comert cu ridicata si cu amanuntul
142003	sef serviciu comert cu ridicata si cu amanuntul
142002	sef baza receptie
142001	presedinte cooperativa de consum
141203	director de departament catering
141202	director de departament alimentatie
141201	sef restaurant
141123	director de cazare
141122	director de club (hotelier)
141121	director cofetarie, patiserie
141120	director unitati tip fast-food
141119	director disco-bar
141118	director cafenea
141117	director bar
141116	director gradina de vara
141115	director berarie
141114	director braserie
141113	director crama
141112	director rotiserie
141111	director restaurant
141110	director de popas turistic
141109	director de sat de vacanta
141108	director de camping
141107	director de hotel pentru tineret
141106	director de motel
141105	director de hotel
141104	administrator hotel
141103	sef unitate balneoclimaterica
141102	sef complex hotelier
141101	conducator întreprindere mica - patron (girant) în activitatea hoteliera si restaurante
134920	director departament securitate
134919	manager servicii private de securitate   
134918	producator executiv TV
134917	sef oficiu, serviciu, sectie, redactie
134916	sef oficiu juridic
134915	sef birou relatii unitati presa
134914	sef birou redactie
134913	sef birou exploatare, coordonare presa
134912	secretar general redactie
134911	secretar general agentie presa, editura
134910	redactor-sef presa, editura
134909	conducator întreprindere mica - patron (girant) în prestari servicii
134908	librar-sef
134907	coordonator presa
134906	sef centru dezinfectie, deratizare si dezinsectie
134905	sef centru reparatii
134904	sef atelier reparatii obiecte de uz casnic, curatatorii si alte servicii pentru populatie
134903	inginer-sef întreprinderi de reparatii obiecte de uz casnic, curatatorii si alte servicii pentru populatie
134902	sef vama
134901	sef expozitii si târguri
134602	sef serviciu/sef birou daune
134601	sef serviciu/sef birou asigurari
134508	director club sportiv scolar
134507	director palate si cluburi ale elevilor
134506	conducator de întreprindere mica - patron (girant) în învatamânt
134505	sef catedra
134504	sef lectorat
134503	secretar stiintific învatamânt, cercetare
134502	director unitate de învatamânt
134501	conducator tabara scolara
134402	conducator de întreprindere mica - patron (girant) în sanatate
134401	sef serviciu de reintegrare sociala si supraveghere
134214	tehnician sanitar sef
134213	sora medicala sefa
134212	psiholog sef sectie, laborator
134211	oficiant medical sef
134210	moasa-sefa
134209	medic sef sectie, laborator
134208	medic-sef (policlinica, statie de salvare, centru de recoltare sânge)
134207	laborant medical sef
134206	farmacist diriginte
134205	farmacist sef sectie, laborator
134204	chimist sef sectie, laborator
134203	biolog sef sectie, laborator
134202	biochimist sef sectie, laborator
134201	asistent medical sef
133047	conducator întreprindere mica - patron (girant) în comunicatii
133046	sef Centru National de Telecomunicatii Aeronautice Aviatie Civila
133045	sef statie radiotelegrafie (RTG)
133044	sef turn telecomunicatii
133043	diriginte oficiu telecomunicatii
133042	sef oficiu special posta
133041	sef oficiu zonal posta
133040	telegrafist-sef
133039	telefonist-sef
133038	sef studio
133037	sef statie televiziune
133036	sef statie radiorelee
133035	sef statie comunicatii prin satelit
133034	sef serviciu radiotelecomunicatii
133033	sef serviciu navigatie
133032	sef serviciu informare zbor
133031	sef serviciu exploatare postala
133030	sef serviciu control zonal comunicatii
133029	sef retea telecomunicatii
133028	sef lot telecomunicatii
133027	sef laborator telecomunicatii
133026	sef laborator radioteleviziune
133025	sef laborator masuratori telecomunicatii
133024	sef formatie operationala telecomunicatii
133023	sef formatie comunicatii
133022	sef centru zonal de interventii translatare TV
133021	sef centru zonal interventii radiorelee
133020	sef centru (sectie, sector) telecomunicatii
133019	sef centru (sectie, sector) radiodifuziune
133018	sef centru postal
133017	sef centru dirijare zbor
133016	sef centru control local comunicatii
133015	sef centru control calitate emisie televiziune
133014	sef centru control calitate emisie radiofonica
133013	sef centrala telefonica
133012	sef birou radiotelecomunicatii
133011	sef birou exploatare postala
133010	sef atelier telecomunicatii
133009	conducator de întreprindere mica - patron (girant) în informatica
133007	manager tehnologia informatiilor si comunicatii
133006	director departament informatica
133005	director divizie informatica
133004	sef laborator informatica
133003	sef atelier informatica
133002	sef oficiu de calcul
133001	director centru de calcul
132453	sef birou import-export
132452	conducator întreprindere mica - patron (girant) în transporturi
132451	manager relatia cu furnizorii
132450	manager aprovizionare
132449	manager farmacii
132448	manager achizitii
132447	sef statie uscare-conditionare cereale
132446	sef siloz
132445	sef serviciu aprovizionare-desfacere
132444	sef depozit
132443	sef birou aprovizionare-desfacere
132442	sef departament logistica
132441	sef trafic curierat intern
132440	sef trafic auto intern
132439	conducator activitate de transport rutier
132438	sef atelier reparatii
132437	sef electrician maritim
132436	sef mecanic maritim/fluvial
132435	sef mecanic instructor
132434	comandant instructor
132433	sef garaj
132432	diriginte oficiu transporturi
132431	sef cart
132430	sef agentie pilotaj
132429	sef statie teleferic
132428	sef statie cai ferate
132427	sef serviciu filiala Administratia Filiala Dunarea de Jos
132426	sef serviciu, centru, statie, aeroport
132425	sef sectie/adjunct (sector) transporturi
132424	sef revizie vagoane
132423	sef revizie locomotive, automotoare
132422	sef regulator circulatie cai ferate
132421	sef port
132420	sef laborator aeroport
132419	sef divizie cai ferate
132418	sef district cai ferate, poduri, drumuri
132417	sef depou/adjunct
132416	sef coloana auto
132415	sef birou/serviciu transport maritim si fluvial
132414	sef birou/serviciu relatii internationale
132413	sef birou aeroport
132412	sef autobaza
132411	sef atelier transporturi
132410	sef atelier aeroport
132409	sef agentie navala
132408	revizor general siguranta circulatiei
132407	picher sef district
132406	inginer-sef transporturi
132405	director zbor
132404	conducator (director si director adjunct) Administratia Filiala Dunarea de Jos (AFDJ)
132403	comandant coordonator grup mare pescuit oceanic
132402	comandant nave maritime
132401	capitan sef port
132315	conducator întreprindere mica - patron (girant) în constructii
132314	sef sistem exploatare îmbunatatiri funciare
132313	sef sector exploatare îmbunatatiri funciare
132312	sef birou în constructii
132311	sef serviciu în constructii
132310	sef sectie productie, exploatare, întretinere, reparatii în constructii si lucrari publice
132309	sef sector (sectie) drumuri-poduri
132308	sef santier
132307	sef lot
132306	sef laborator în constructii
132305	sef brigada complexa sau specializata
132304	sef atelier în constructii
132303	conducator antrepriza constructii-montaj
132302	inginer-sef în constructii
132301	ajutor sef brigada în constructii
132235	sef formatie
132234	sef schimb
132233	sef formatie la fabricarea armamentului si munitiei
132232	sef dispecer energetic teritorial (DET)
132231	sef dispecer energetic central (DEC)
132230	sef/sef adjunct centru exploatare retele electrice
132229	sef/sef adjunct statie electrica
132228	sef formatie în industria de masini si echipamente
132227	supervizor geolog si foraj
132226	sef statie epurare ape reziduale
132225	sef laborator industria petroliera
132224	sef instalatie petroliera
132223	sef formatie industria petroliera/petrochimica
132222	inspector general industria petroliera
132221	sef atelier reparatii capitale
132220	sef centrala electrica, gaze si apa
132219	sef uzina, centrala electrica, gaze, apa
132218	sef serviciu termochimic
132217	sef serviciu tehnic si componente nucleare
132216	sef laborator control tehnic de calitate a combustibilului nuclear
132215	sef centru prelucrare
132214	inspector-sef conservarea energiei
132213	sef brigada exploatare miniera
132212	sef unitati miniere
132211	inginer-sef radioprotectie
132210	inginer-sef exploatare nucleara
132209	conducator întreprindere mica - patron (girant) industrie extractiva
132208	manager securitate instalatii industria extractiva
132207	sef birou industrie extractiva
132206	sef serviciu industrie extractiva
132205	sef sectie industrie extractiva
132204	sef modul în industria extractiva
132203	sef sector industria extractiva
132202	sef atelier industria extractiva
132201	inginer-sef industria extractiva
132114	sef structura de securitate
132113	sef serviciu plan productie
132112	sef birou calitate
132111	sef birou tehnic
132110	conducator întreprindere mica - patron (girant) industrie prelucratoare
132109	manager securitate instalatii industria prelucratoare
132108	sef birou industrie prelucratoare
132107	sef serviciu industrie prelucratoare
132106	sef sectie industrie prelucratoare
132105	sef modul în industria prelucratoare
132104	sef laborator în industria prelucratoare
132103	sef sector industria prelucratoare
132102	sef atelier industria prelucratoare
132101	inginer-sef industria prelucratoare
131203	conducator întreprindere mica - patron (girant) în piscicultura si vânatoare
131202	inginer-sef piscicultura si vânatoare
131201	sef pastravarie
131122	conducator întreprindere mica - patron (girant) în agricultura si silvicultura
131121	sef sectie mecanizare
131120	inspector veterinar sef
131119	sef statie lucrari de irigatie si ameliorare a solului
131118	sef statie vinificatie
131117	sef statie productie, exploatare, întretinere în agricultura
131116	sef statie hidrologica, meteorologica si incubatie
131115	sef pepiniera silvicola, pomicola, viticola
131114	sef parchet
131112	sef laborator analize pedologice
131111	sef ferma agricola (agrozootehnica)
131110	sef fazanerie
131109	sef complex zootehnic
131108	sef circumscriptie sanitar-veterinara si control al alimentelor
131107	sef district, centru, ocol silvic
131106	sef centru reproductia si selectia animalelor
131105	sef centru protectia plantelor si mediului
131104	medic veterinar sef
131103	inspector general vânatoare
131102	inginer-sef agricultura si silvicultura
131101	hidrometeorolog-sef
122315	inspector-sef inspectia meteorologica nationala
122314	sef proiect/program
122313	director proiect
122312	responsabil CTE (control tehnic-economic) în cercetare-proiectare
122311	sef atelier cercetare-proiectare
122310	sef sectie cercetare-proiectare
122309	sef proiect cercetare-proiectare
122308	sef atelier editie, multiplicare, expeditie
122307	director filiala cercetare-proiectare
122306	meteorolog-sef
122305	sef formatie cercetare-dezvoltare
122304	sef formatie lucrari geologice
122303	secretar stiintific
122302	geolog-sef
122301	arhitect-sef
122203	sef serviciu reclama publicitara
122202	sef birou reclama publicitara
122201	sef agentie reclama publicitara
122109	responsabil produs
122108	conducator firma mica - patron (girant) în afaceri, intermedieri si alte servicii comerciale
122107	manager marketing (tarife, contracte, achizitii)
122106	sef agentie bursiera
122105	sef casa compensatie
122104	director operatii tranzactii
122103	sef licitatie
122102	sef birou marketing
122101	sef serviciu marketing
121919	sef compartiment (studii superioare)
121918	sef sucursala (studii superioare)
121917	sef grup functional tehnic
121916	responsabil industrializare produs
121915	sef linie fabricatie
121914	sef sectiune tehnica
121913	sef proces fabricatie
121912	sef laborator criminalistica
121911	prim-grefier
121910	grefier-sef de sectie (curte de apel, tribunal, parchete)
121909	grefier-sef (judecatorie, parchet)
121908	registrator-sef
121907	registrator coordonator
121906	sef birou/serviciu administrativ
121905	procuror sef birou/serviciu
121904	sef birou
121903	sef sectie
121902	sef atelier
121901	sef serviciu
121310	sef birou corp control
121309	manager pentru ordine si siguranta publica
121308	manager informatii pentru afaceri
121307	manager energetic
121306	manager de securitate
121304	sef executiv audit intern
121303	inspector protectie civila
121302	sef serviciu organizatie politica, obsteasca, umanitara
121301	sef birou organizatie politica, obsteasca, umanitara
121209	sef birou resurse umane
121208	sef centru perfectionare
121207	manager resurse umane
121206	sef serviciu evaluarea resurselor de munca
121205	sef serviciu resurse umane
121204	sef oficiu somaj
121203	sef birou somaj
121202	sef birou pensii
121201	sef birou calificare si recalificare
121130	sef birou analize economice
121129	sef birou contabilitate
121128	sef birou financiar
121127	controlor revizor financiar
121126	manager relatii financiare externe
121125	manager financiar
121124	sef birou/serviciu financiar-contabilitate
121123	sef birou/serviciu/sectie circumscriptie financiara
121122	sef agentie CEC
121121	controlor financiar
121120	contabil-sef
121119	comisar sef divizie Garda Financiara
121118	manager securitatea informatiei (Chief Information Security Officer - CISO)
121117	coordonator conformitate
121116	director/director executiv conformitate
121114	director/director adjunct divizie/directie de leasing
121113	director de arhiva banca
121112	contabil-sef/director financiar/banca/societate de leasing
121111	sef agentie bancara
121110	director unitate bancara operationala/director adjunct unitate bancara operationala
121109	dealer-sef (arbitragist banca)
121108	coordonator compartiment/colectiv banca
121107	sef serviciu/sef birou/banca/societate de leasing
121106	sef proiect banca
121105	sef departament banca/sef-adjunct departament
121104	director executiv banca/director/director adjunct
121103	director general/director general adjunct banca/societate de leasing
121102	economist-sef
121101	presedinte banca/vicepresedinte/prim-vicepresedinte
112037	producator general
112036	manager de întreprindere sociala
112035	director casa corpului didactic
112034	inspector scolar general adjunct
112033	director resurse umane
112032	antreprenor în economia sociala
112031	director de societate comerciala agricola
112030	sef cancelarie
112029	manager
112028	manager general
112027	director departament cercetare-dezvoltare
112026	director incubator tehnologic de afaceri
112025	director general institut national de cercetare-dezvoltare
112024	director tehnic
112023	director sucursala
112022	sef corp executori bancari
112021	director magazin
112020	director economic
112019	director/director adjunct, inspector-sef
112018	director vânzari
112017	director comercial
112016	director control risc
112015	director general adjunct regie autonoma
112014	director general regie autonoma
112013	director de program
112012	director general adjunct societate comerciala
112011	director general societate comerciala
112010	medic (farmacist) director adjunct
112009	medic (farmacist) director
112008	inspector sanitar sef
112007	director stiintific cercetare-dezvoltare
112006	inspector general scolar
112005	director adjunct societate comerciala
112004	director societate comerciala
112003	decan, rector, prorector, prodecan
112002	comandant port, flota
112001	comandant/comandant adjunct aviatie
111434	secretar al organizatiilor umanitare
111433	conducator de organizatii umanitare
111432	delegat sindical local
111431	sef departament/compartiment/presedinte comisie organizatie profesionala, filiala judeteana/municipiu
111430	consilier presedinte organizatie profesionala, filiala judeteana/municipiu
111429	consilier presedinte organizatie profesionala nationala
111428	secretar organizatie profesionala, filiala judeteana/municipiu
111427	vicepresedinte organizatie profesionala, filiala judeteana/municipiu
111426	presedinte organizatie profesionala, filiala judeteana/municipiu
111425	secretar national organizatie profesionala nationala
111424	vicepresedinte organizatie profesionala nationala
111423	presedinte organizatie profesionala nationala
111422	vicepresedinte asociatie patronala
111421	presedinte asociatie patronala
111420	vicepresedinte organizatie cooperatista
111419	presedinte organizatie cooperatista
111418	sef departament organizatie sindicala
111417	secretar asociatie teritoriala de organizatii cooperatiste
111416	vicepresedinte asociatie teritoriala de organizatii cooperatiste
111415	presedinte asociatie teritoriala de organizatii cooperatiste
111414	secretar general asociatie nationala cooperatista
111413	vicepresedinte asociatie nationala cooperatista
111412	presedinte asociatie nationala cooperatista
111411	delegat sindical
111410	secretar organizatie sindicala
111409	vicepresedinte organizatie sindicala
111408	presedinte organizatie sindicala
111407	secretar si secretar adjunct ai asociatiilor, filialelor si organizatiilor obstesti
111406	loctiitor al conducatorului de asociatii, filiale si organizatii obstesti
111405	conducator de asociatii, filiale si organizatii obstesti
111404	secretar organizatie politica
111403	vicepresedinte organizatie politica
111402	presedinte organizatie politica
111401	consilier organizatie politica
111303	viceprimar
111302	secretar primarie, prefectura
111301	primar
111240	inspector sef teritorial
111239	investigator-sef
111238	director general adjunct
111237	secretar general Academie
111236	consultant prezidential si guvernamental
111235	viceconsul
111234	secretar diplomatic
111233	consul
111232	atasat diplomatic
111231	vicepresedinte institutie publica
111230	consilier parlamentar
111229	consilier prezidential
111228	presedinte institutie publica
111227	viceguvernator
111226	subprefect
111225	sef serviciu institutie publica
111224	sef protocol de stat
111223	sef departament
111222	sef birou senatorial
111221	sef cabinet
111220	sef birou institutie publica
111219	secretar general
111218	prefect
111217	secretar-sef notariat
111216	notar-sef adjunct
111215	notar-sef
111214	magistrat-asistent-sef
111213	inspector-sef în administratia publica
111212	inspector de stat sef
111211	consilier economic
111210	director general institutie publica
111209	director de cabinet
111208	director adjunct institutie publica
111207	director institutie publica
111206	consul general
111205	consilier al ministrului
111204	consilier institutii publice
111203	consilier si consultant juridic
111202	consilier guvernamental
111201	consilier diplomatic
111140	subsecretar de stat
111139	presedinte Senat
111138	deputat
111137	ministru plenipotentiar
111136	ministru de stat
111135	ministru consilier
111134	ministru
111133	inspector general judecatoresc sef
111132	inspector în cadrul Inspectiei Judiciare pentru judecatori/procurori de pe lânga Plenul Consiliului Superior al Magistraturii
111131	secretar general adjunct al Consiliului Superior al Magistraturii
111130	membru al Consiliului Superior al Magistraturii
111129	inspector-sef al Inspectiei Judiciare de pe lânga Plenul Consiliului Superior al Magistraturii
111128	vicepresedinte (la Înalta Curte de Casatie si Justitie, curtea de apel, tribunale si judecatorii)
111127	secretar de stat
111126	secretar Parlament
111125	secretar general al Guvernului
111124	procuror sef de sectie adjunct
111123	procuror sef de sectie
111122	procuror general
111121	prim-ministru
111120	prim-adjunct al procurorului general
111119	prim-procuror adjunct
111118	prim-procuror
111117	Presedintele României
111116	presedinte tribunal
111115	presedinte sectie (la Înalta Curte de Casatie si Justitie, la curtea de apel, tribunale si judecatorii)
111114	presedinte Camera Deputatilor
111113	presedinte de judecatorie
111112	presedinte Curtea de Conturi a României
111111	presedinte curte de apel
111110	presedinte Înalta Curte de Casatie si Justitie
111109	presedinte Academie
111108	guvernator
111107	senator
111106	comisar general adjunct
111105	comisar general
111104	comandant unic aviatie
111103	chestor Parlament
111102	ambasador
111101	adjunct al procurorului general
